"Issue Type","Resumen","Description","Epic Name","Epic Link","Assignee","Priority","Story Points","Labels","Status","Epic Status Proyecto","Acceptance Criteria","HU Codigo"
"Story","HU_152 - Listar ventas (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Pedro Alejandro Correa","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_152"
"Story","HU_153 - Buscar ventas (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Jhonnier Hernandez","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_153"
"Story","HU_154 - Ver detalle venta (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_154"
"Story","HU_155 - Ver PDF venta (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Juan Manuel Rendon","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_155"
"Story","HU_156 - Anular venta (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Pedro Alejandro Correa","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_156"
"Story","HU_157 - Agregar producto venta (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Jhonnier Hernandez","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_157"
"Story","HU_158 - Eliminar producto venta (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","ventas,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_158"
"Story","HU_159 - Buscar ventas (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Juan Manuel Rendon","Medium","","ventas,scrum,hu","Por realizar","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_159"
"Story","HU_160 - Listar ventas (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Pedro Alejandro Correa","Medium","","ventas,scrum,hu","Por realizar","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_160"
"Story","HU_161 - Ver detalle venta (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Ventas","Jhonnier Hernandez","Medium","","ventas,scrum,hu","Por realizar","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_161"
"Story","HU_162 - Registrar abono (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Santiago Sanchez Jalvin","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_162"
"Story","HU_163 - Listar abonos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Juan Manuel Rendon","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_163"
"Story","HU_164 - Buscar abonos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Pedro Alejandro Correa","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_164"
"Story","HU_165 - Ver detalle abono (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Jhonnier Hernandez","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_165"
"Story","HU_166 - Ver PDF abono (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Santiago Sanchez Jalvin","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_166"
"Story","HU_167 - Anular abono (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Juan Manuel Rendon","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_167"
"Story","HU_168 - Registrar abono (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Pedro Alejandro Correa","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_168"
"Story","HU_169 - Listar abonos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Jhonnier Hernandez","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_169"
"Story","HU_170 - Buscar abonos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Santiago Sanchez Jalvin","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_170"
"Story","HU_171 - Ver detalle abono (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Juan Manuel Rendon","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_171"
"Story","HU_172 - Ver PDF abono (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Pedro Alejandro Correa","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_172"
"Story","HU_173 - Anular abono (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Abonos","Jhonnier Hernandez","Medium","","ventas,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_173"
"Story","HU_174 - Registrar pedido (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Santiago Sanchez Jalvin","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_174"
"Story","HU_175 - Listar pedidos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Juan Manuel Rendon","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_175"
"Story","HU_176 - Buscar pedidos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Pedro Alejandro Correa","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_176"
"Story","HU_177 - Ver detalle pedido (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Jhonnier Hernandez","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_177"
"Story","HU_178 - Actualizar pedido (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Santiago Sanchez Jalvin","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_178"
"Story","HU_179 - Ver PDF pedido (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Juan Manuel Rendon","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_179"
"Story","HU_180 - Cambiar estado pedido (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Pedro Alejandro Correa","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_180"
"Story","HU_181 - Cancelar pedido (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Jhonnier Hernandez","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_181"
"Story","HU_182 - Agregar producto pedido (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Santiago Sanchez Jalvin","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_182"
"Story","HU_183 - Eliminar producto pedido (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Juan Manuel Rendon","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_183"
"Story","HU_184 - Registrar pedido (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Pedro Alejandro Correa","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_184"
"Story","HU_185 - Listar pedidos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Jhonnier Hernandez","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_185"
"Story","HU_186 - Buscar pedidos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Santiago Sanchez Jalvin","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_186"
"Story","HU_187 - Ver detalle pedido (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Juan Manuel Rendon","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_187"
"Story","HU_188 - Actualizar pedido (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Pedro Alejandro Correa","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_188"
"Story","HU_189 - Ver PDF pedido (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Jhonnier Hernandez","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_189"
"Story","HU_190 - Cambiar estado pedido (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Santiago Sanchez Jalvin","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_190"
"Story","HU_191 - Cancelar pedido (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Juan Manuel Rendon","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_191"
"Story","HU_192 - Agregar producto pedido (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Pedro Alejandro Correa","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_192"
"Story","HU_193 - Eliminar producto pedido (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Jhonnier Hernandez","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_193"
"Story","HU_194 - Registrar pedido (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Santiago Sanchez Jalvin","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_194"
"Story","HU_195 - Listar pedidos (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Juan Manuel Rendon","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_195"
"Story","HU_196 - Buscar pedidos (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Pedro Alejandro Correa","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_196"
"Story","HU_197 - Ver detalle pedido (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Jhonnier Hernandez","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_197"
"Story","HU_198 - Actualizar pedido (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Santiago Sanchez Jalvin","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_198"
"Story","HU_199 - Ver PDF pedido (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Juan Manuel Rendon","Medium","","ventas,pedidos,scrum,hu","Por realizar","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_199"
"Story","HU_200 - Cancelar pedido (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Pedro Alejandro Correa","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_200"
"Story","HU_201 - Agregar producto pedido (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Jhonnier Hernandez","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_201"
"Story","HU_202 - Eliminar producto pedido (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Santiago Sanchez Jalvin","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_202"
"Story","HU_203 - Listar pedidos (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Juan Manuel Rendon","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_203"
"Story","HU_204 - Ver detalle pedido (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Pedro Alejandro Correa","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_204"
"Story","HU_205 - Cambiar estado pedido (productor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Pedidos","Jhonnier Hernandez","Medium","","ventas,pedidos,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_205"
"Story","HU_206 - Registrar domicilio (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Santiago Sanchez Jalvin","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_206"
"Story","HU_207 - Listar domicilios (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Juan Manuel Rendon","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_207"
"Story","HU_208 - Buscar domicilio (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Pedro Alejandro Correa","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_208"
"Story","HU_209 - Ver detalle domicilio (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Jhonnier Hernandez","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_209"
"Story","HU_210 - Actualizar domicilio (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Santiago Sanchez Jalvin","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_210"
"Story","HU_211 - Cambiar estado domicilio (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Juan Manuel Rendon","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_211"
"Story","HU_212 - Eliminar domicilio (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Pedro Alejandro Correa","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_212"
"Story","HU_213 - Registrar domicilio (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Jhonnier Hernandez","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_213"
"Story","HU_214 - Listar domicilios (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Santiago Sanchez Jalvin","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_214"
"Story","HU_215 - Buscar domicilio (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Juan Manuel Rendon","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_215"
"Story","HU_216 - Ver detalle domicilio (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Pedro Alejandro Correa","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_216"
"Story","HU_217 - Actualizar domicilio (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Jhonnier Hernandez","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_217"
"Story","HU_218 - Cambiar estado domicilio (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Santiago Sanchez Jalvin","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_218"
"Story","HU_219 - Eliminar domicilio (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Juan Manuel Rendon","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_219"
"Story","HU_220 - Listar domicilios (repartidor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Pedro Alejandro Correa","Medium","","ventas,domicilios,scrum,hu","Por realizar","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_220"
"Story","HU_221 - Buscar domicilios (repartidor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Jhonnier Hernandez","Medium","","ventas,domicilios,scrum,hu","Por realizar","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_221"
"Story","HU_222 - Ver detalle domicilio (repartidor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Santiago Sanchez Jalvin","Medium","","ventas,domicilios,scrum,hu","Por realizar","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_222"
"Story","HU_223 - Cambiar estado domicilio (repartidor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Juan Manuel Rendon","Medium","","ventas,domicilios,scrum,hu","Por realizar","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_223"
"Story","HU_224 - Listar domicilios (cliente)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Ventas - Gestion de Domicilios","Pedro Alejandro Correa","Medium","","ventas,domicilios,scrum,hu","Realizada","En proceso","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_224"
"Story","HU_225 - Ventas mensuales (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Medicion - Gestion de Medicion","Jhonnier Hernandez","Medium","","medicion,dashboard,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_225"
"Story","HU_226 - Ventas del dia (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Medicion - Gestion de Medicion","Santiago Sanchez Jalvin","Medium","","medicion,dashboard,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_226"
"Story","HU_227 - Productos mas vendidos (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Medicion - Gestion de Medicion","Juan Manuel Rendon","Medium","","medicion,dashboard,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_227"
"Story","HU_228 - Pedidos recientes (asesor)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Medicion - Gestion de Medicion","Pedro Alejandro Correa","Medium","","medicion,dashboard,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_228"
"Story","HU_229 - Ventas mensuales (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Medicion - Gestion de Medicion","Jhonnier Hernandez","Medium","","medicion,dashboard,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_229"
"Story","HU_230 - Ventas del dia (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Medicion - Gestion de Medicion","Santiago Sanchez Jalvin","Medium","","medicion,dashboard,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_230"
"Story","HU_231 - Productos mas vendidos (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Medicion - Gestion de Medicion","Juan Manuel Rendon","Medium","","medicion,dashboard,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_231"
"Story","HU_232 - Pedidos recientes (admin)","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Medicion - Gestion de Medicion","Pedro Alejandro Correa","Medium","","medicion,dashboard,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_232"
"Story","HU_233 - Inicio de sesion movil","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Acceso","Jhonnier Hernandez","Medium","","movil,acceso,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_233"
